1.171119871959165721e+03 1.035189190280314087e+00 1.073366453305431151e-01
1.171266723373028071e+03 9.709866596235097180e-01 1.041657598247984623e-01
1.171413574786890649e+03 1.066553354473509962e+00 1.069709052116899761e-01
1.171560426200753000e+03 1.046221334366162159e+00 1.061927080196392315e-01
1.171707277614615577e+03 8.997315665244393079e-01 1.024942002750537234e-01
1.171854129028477928e+03 9.932729466121267281e-01 1.051356414361618724e-01
1.172000980442340506e+03 9.939434341382802351e-01 1.053005584347693063e-01
1.172147831856202856e+03 1.049653168080046273e+00 1.067769709923791360e-01
1.172294683270065434e+03 1.025835015849348997e+00 1.060123469581066985e-01
1.172441534683927784e+03 9.680668031232450010e-01 1.042229447270225234e-01
1.172588386097790362e+03 1.023796564291839184e+00 1.060341868994973819e-01
1.172735237511652713e+03 1.036695289113191087e+00 1.065067022309390543e-01
1.172882088925515291e+03 1.032666305553664454e+00 1.066622085858148633e-01
1.173028940339377641e+03 1.050817278791584819e+00 1.071742217102710920e-01
1.173175791753239992e+03 1.007620152988504714e+00 1.058586137072214245e-01
1.173322643167102569e+03 9.515091717329935417e-01 1.044978816132645372e-01
1.173469494580964920e+03 9.673957268676801613e-01 1.049809647247324507e-01
1.173616345994827498e+03 9.660961857063177227e-01 1.048214533038037966e-01
1.173763197408689848e+03 1.000155567491710640e+00 1.058046929509567774e-01
1.173910048822552426e+03 9.806433796108093848e-01 1.055671170047266932e-01
1.174056900236414776e+03 9.338318303056326597e-01 1.041297289131001697e-01
1.174203751650277354e+03 8.918111394934890024e-01 1.028944802517345186e-01
1.174350603064139705e+03 9.915940074568514451e-01 1.058754507259160177e-01
1.174497454478002282e+03 8.414378133377156121e-01 1.015383479138163847e-01
1.174644305891864633e+03 7.812704655181080815e-01 9.969127986560269439e-02
1.174791157305726983e+03 7.596186354566499821e-01 9.916491949811813422e-02
1.174938008719589561e+03 6.937232091921300414e-01 9.755699495764766360e-02
1.175084860133451912e+03 6.650222362970334977e-01 9.801408119370191852e-02
1.175231711547314490e+03 5.600887143757803388e-01 9.575475606903439962e-02
1.175378562961176840e+03 6.517024064655915216e-01 9.843590748863935425e-02
1.175525414375039418e+03 5.969629798530681208e-01 9.597345288586985046e-02
1.175672265788901768e+03 5.749099716649298530e-01 9.391860339308981398e-02
1.175819117202764346e+03 5.671499786058046277e-01 9.395619697608728615e-02
1.175965968616626697e+03 5.981414897130026276e-01 9.515711576456187260e-02
1.176112820030489274e+03 6.058790835932480467e-01 9.551171583795689535e-02
1.176259671444351625e+03 7.324516889340403347e-01 9.962527095003514965e-02
1.176406522858214203e+03 7.167293671100495311e-01 9.916742052541151209e-02
1.176553374272076553e+03 8.038148161692096894e-01 1.019934276495965825e-01
1.176700225685938904e+03 7.759992353706454127e-01 1.010937063637993710e-01
1.176847077099801481e+03 8.524543644441275880e-01 1.032849056476973920e-01
1.176993928513663832e+03 1.036439509257133906e+00 1.082813868471978053e-01
1.177140779927526410e+03 8.708620566350712133e-01 1.040398874396093604e-01
1.177287631341388760e+03 9.233937476682442247e-01 1.055239855916992459e-01
1.177434482755251338e+03 1.044829181313646993e+00 1.088249426129841296e-01
1.177581334169113688e+03 9.550682655512904295e-01 1.061493405535381684e-01
1.177728185582976266e+03 9.512250744443134787e-01 1.063602107415451692e-01
1.177875036996838617e+03 9.438700240596535895e-01 1.057432846011005789e-01
1.178021888410701195e+03 1.044001833341787755e+00 1.085779051168671294e-01
1.178168739824563545e+03 9.653489785338225104e-01 1.066699617586943094e-01
1.178315591238425895e+03 8.831071242255612574e-01 1.042352946361581878e-01
1.178462442652288473e+03 1.022113347267039174e+00 1.081806112294642630e-01
1.178609294066150824e+03 1.003147328738109190e+00 1.076934359975518923e-01
1.178756145480013402e+03 9.321586694570831444e-01 1.056867129954245227e-01
1.178902996893875752e+03 9.795312477097760651e-01 1.069628553018392436e-01
1.179049848307738330e+03 9.364773648701900655e-01 1.068550374418810456e-01
1.179196699721600680e+03 9.559963355745411118e-01 1.086125140593091482e-01
1.179343551135463258e+03 1.023918215043768898e+00 1.102213081697270419e-01
1.179490402549325609e+03 9.827270483718874017e-01 1.076145967167007056e-01
1.179637253963188186e+03 1.063902930825785464e+00 1.089401514159163697e-01
1.179784105377050537e+03 1.056427261393340533e+00 1.085371174008451789e-01
1.179930956790913115e+03 9.455536991748879627e-01 1.054401167418373558e-01
1.180077808204775465e+03 1.016862034733414077e+00 1.074443729070670428e-01
1.180224659618637816e+03 1.029185054248950903e+00 1.075328009156929637e-01
1.180371511032500393e+03 1.007430827070833201e+00 1.069905936777545696e-01
1.180518362446362744e+03 1.117546946754428561e+00 1.098740190439082415e-01
1.180665213860225322e+03 1.022277208923195735e+00 1.076275373978501371e-01
1.180812065274087672e+03 9.944272405824585714e-01 1.064767399383762247e-01
1.180958916687950250e+03 9.914757294896489048e-01 1.061058463411218289e-01
1.181105768101812600e+03 1.012236874385895824e+00 1.066014915953389791e-01
1.181252619515675178e+03 1.044105036670569531e+00 1.073268467409705940e-01
1.181399470929537529e+03 1.039471030706263344e+00 1.070676045303472629e-01
