1.540451177823239732e+03 1.047772776064855860e+00 1.327928221581586021e-01
1.540598029237102082e+03 9.629733205420824005e-01 1.310786017291216687e-01
1.540744880650964660e+03 1.041945958241189629e+00 1.331297770475343978e-01
1.540891732064827011e+03 1.146164815298594819e+00 1.355328632933238964e-01
1.541038583478689361e+03 9.581022792975031344e-01 1.313810931072119104e-01
1.541185434892551939e+03 1.039905147499055271e+00 1.333192172547265630e-01
1.541332286306414289e+03 1.118441803506130761e+00 1.352269523579228416e-01
1.541479137720276867e+03 1.132805842053494105e+00 1.355767461808936314e-01
1.541625989134139218e+03 1.094387329739570314e+00 1.344967727942053271e-01
1.541772840548001795e+03 1.009236285183393145e+00 1.328036312408346908e-01
1.541919691961864146e+03 1.017148068008373096e+00 1.332811512295821177e-01
1.542066543375726724e+03 9.229515998207354910e-01 1.311578950973536772e-01
1.542213394789589074e+03 1.016942616523598408e+00 1.333727387851888491e-01
1.542360246203451652e+03 1.061309759632354410e+00 1.344713875145432669e-01
1.542507097617314002e+03 1.030344816457470447e+00 1.338278290748708133e-01
1.542653949031176580e+03 1.061272901237322319e+00 1.350735041484545096e-01
1.542800800445038931e+03 1.028033683246007524e+00 1.361651045299017426e-01
1.542947651858901281e+03 1.163302123093473694e+00 1.398894952741361331e-01
1.543094503272763859e+03 1.017989703839757398e+00 1.361496063591309258e-01
1.543241354686626210e+03 1.074009222833739230e+00 1.366509195510082764e-01
1.543388206100488787e+03 9.972019041438469067e-01 1.343475370242490641e-01
1.543535057514351138e+03 1.013642210309374292e+00 1.342153485260342283e-01
1.543681908928213716e+03 9.677948815343296873e-01 1.332388605587859765e-01
1.543828760342076066e+03 9.799057855051266364e-01 1.337236742190595074e-01
1.543975611755938644e+03 1.003416375665772797e+00 1.343944762661141157e-01
1.544122463169800994e+03 8.960565272243231627e-01 1.317611677045893992e-01
1.544269314583663572e+03 1.057128555457631069e+00 1.358999591440094024e-01
1.544416165997525923e+03 1.025664457536241914e+00 1.349935008924613433e-01
1.544563017411388273e+03 1.002882068913915292e+00 1.344321867108532464e-01
1.544709868825250851e+03 9.857976702753273868e-01 1.341405572578449334e-01
1.544856720239113201e+03 1.166311587365856939e+00 1.386173261374242516e-01
1.545003571652975779e+03 1.046375676755842310e+00 1.361673747475094509e-01
1.545150423066838130e+03 1.010829792343701738e+00 1.352653102849777911e-01
1.545297274480700707e+03 1.004894917766961049e+00 1.352872556580990426e-01
1.545444125894563058e+03 9.562827845549813910e-01 1.342518743343988352e-01
1.545590977308425636e+03 9.176738560930978172e-01 1.333510125467469443e-01
1.545737828722287986e+03 9.664449057939608068e-01 1.347244677102514832e-01
1.545884680136150564e+03 8.937502940703999643e-01 1.331132115125784887e-01
1.546031531550012915e+03 9.394079416262673954e-01 1.342197197196206560e-01
