  41   879.30       912.60       2390.2       2390.8       216.52       159.77       36621.       36643.      0.95527    
  42   1733.8       1794.8       6687.7       6689.9       406.48       308.11      0.10241E+06  0.10245E+06   1.6693    
  43   3093.6       3194.7       16186.       16191.       697.62       539.22      0.24771E+06  0.24776E+06   2.2686    
  44   5185.2       5342.6       35563.       35574.       1131.2       888.14      0.54361E+06  0.54368E+06   2.3092    
  45   12909.       13248.      0.14162E+06  0.14165E+06   2668.3       2151.3      0.21560E+07  0.21561E+07  -1.7896    
  46   29527.       30222.      0.46996E+06  0.47004E+06   5740.1       4815.9      0.70781E+07  0.70785E+07  -192.65    
  47   62866.       64110.      0.14333E+07  0.14335E+07   11770.       10080.      0.21440E+08  0.21441E+08  -332.24    
  48  0.12882E+06  0.13092E+06  0.40319E+07  0.40322E+07   23232.       20370.      0.59730E+08  0.59731E+08  -603.98    
  49  0.25592E+06  0.25928E+06  0.10559E+08  0.10560E+08   44443.       40000.      0.15445E+09  0.15445E+09  -1140.2    
  50  0.49725E+06  0.50232E+06  0.26027E+08  0.26028E+08   83220.       76949.      0.37469E+09  0.37470E+09  -2172.3    
  51  0.95234E+06  0.95960E+06  0.61150E+08  0.61151E+08  0.15407E+06  0.14604E+06  0.86386E+09  0.86386E+09  -3824.2    
  52  0.18066E+07  0.18166E+07  0.13803E+09  0.13803E+09  0.28302E+06  0.27414E+06  0.19056E+10  0.19056E+10  -6987.9    
  53  0.33784E+07  0.33917E+07  0.30046E+09  0.30046E+09  0.51223E+06  0.50464E+06  0.40297E+10  0.40297E+10  -13605.    
  54  0.49970E+07  0.50112E+07  0.49320E+09  0.49320E+09  0.74642E+06  0.73747E+06  0.64887E+10  0.64887E+10  -10854.    
  55  0.94852E+07  0.95025E+07  0.10928E+10  0.10928E+10  0.13680E+07  0.13613E+07  0.13809E+11  0.13809E+11  -16608.    
  56  0.17870E+08  0.17890E+08  0.23976E+10  0.23976E+10  0.24828E+07  0.24787E+07  0.28931E+11  0.28931E+11  -22540.    
  57  0.33669E+08  0.33690E+08  0.52587E+10  0.52587E+10  0.44973E+07  0.44949E+07  0.60354E+11  0.60354E+11  -27319.    
  58  0.63642E+08  0.63664E+08  0.11559E+11  0.11559E+11  0.81555E+07  0.81534E+07  0.12579E+12  0.12579E+12  -29403.    
  59  0.12103E+09  0.12105E+09  0.25597E+11  0.25597E+11  0.14857E+08  0.14854E+08  0.26363E+12  0.26363E+12  -27790.    
  60  0.23170E+09  0.23172E+09  0.57215E+11  0.57215E+11  0.27220E+08  0.27217E+08  0.55794E+12  0.55794E+12  -24510.    
  61  0.44556E+09  0.44558E+09  0.12876E+12  0.12876E+12  0.50074E+08  0.50070E+08  0.11848E+13  0.11848E+13  -18553.    
  62  0.85742E+09  0.85743E+09  0.28977E+12  0.28977E+12  0.92113E+08  0.92112E+08  0.25139E+13  0.25139E+13  -16774.    
  63  0.16444E+10  0.16444E+10  0.64757E+12  0.64757E+12  0.16874E+09  0.16874E+09  0.52920E+13  0.52920E+13  -9660.7    
  64  0.31350E+10  0.31350E+10  0.14285E+13  0.14285E+13  0.30687E+09  0.30687E+09  0.10977E+14  0.10977E+14  -12437.    
  65  0.59300E+10  0.59300E+10  0.31033E+13  0.31033E+13  0.55298E+09  0.55298E+09  0.22388E+14  0.22388E+14  -3169.5    
  66  0.11117E+11  0.11117E+11  0.66102E+13  0.66102E+13  0.98553E+09  0.98554E+09  0.44653E+14  0.44653E+14  -12276.    
  67  0.20764E+11  0.20764E+11  0.13950E+14  0.13950E+14  0.17475E+10  0.17474E+10  0.88084E+14  0.88084E+14   6350.4    
