  35 -0.63659E-04 -0.49693E-04 -0.30640E-04 -0.30482E-04 -0.30003E-03  0.29256E-05 -0.11883E-03 -0.29558E-04 -0.40634E-03
  36 -0.19976E-03 -0.15669E-03 -0.16519E-03 -0.16460E-03 -0.91117E-03  0.88470E-05 -0.62739E-03 -0.31299E-03 -0.12781E-02
  37 -0.49456E-03 -0.38988E-03 -0.62401E-03 -0.62254E-03 -0.21542E-02  0.21166E-04 -0.23331E-02 -0.14852E-02 -0.31294E-02
  38 -0.99547E-03 -0.78852E-03 -0.17290E-02 -0.17263E-02 -0.41186E-02  0.41257E-04 -0.63888E-02 -0.45765E-02 -0.61818E-02
  39 -0.26876E-02 -0.21429E-02 -0.73230E-02 -0.73188E-02 -0.10104E-01  0.10582E-03 -0.26653E-01 -0.21372E-01 -0.16040E-01
  40 -0.55952E-02 -0.44765E-02 -0.21408E-01 -0.21406E-01 -0.19546E-01  0.21141E-03 -0.77268E-01 -0.65643E-01 -0.32503E-01
  41 -0.13224E-01 -0.10592E-01 -0.76939E-01 -0.76960E-01 -0.42641E-01  0.47298E-03 -0.27576     -0.24604     -0.75442E-01
  42 -0.26332E-01 -0.21069E-01 -0.21744     -0.21753     -0.79841E-01  0.88958E-03 -0.77568     -0.71117     -0.15042    
  43 -0.47414E-01 -0.37865E-01 -0.53119     -0.53139     -0.13641      0.15070E-02  -1.8869      -1.7602     -0.27399    
  44 -0.80026E-01 -0.63767E-01  -1.1755      -1.1759     -0.21954      0.23837E-02  -4.1592      -3.9252     -0.47178    
  45 -0.20072     -0.15910      -4.7168      -4.7180     -0.50674      0.52249E-02  -16.306      -15.860     -0.99836    
  46 -0.45374     -0.35852      -15.465      -15.468      -1.0576      0.10404E-01  -53.283      -51.956      -2.4879    
  47 -0.96186     -0.75512      -46.958      -46.964      -2.1078      0.18699E-01  -161.26      -157.62      -5.9641    
  48  -1.9469      -1.5190      -130.44      -130.45      -4.0307      0.31420E-01  -445.82      -436.33      -13.964    
  49  -3.7896      -2.9400      -334.52      -334.54      -7.4526      0.49591E-01  -1136.5      -1113.2      -31.598    
  50  -7.1526      -5.5234      -800.44      -800.47      -13.472      0.74243E-01  -2698.9      -2646.4      -67.627    
  51  -13.199      -10.158      -1810.4      -1810.4      -24.047      0.10606      -6056.0      -5941.5      -141.66    
  52  -23.914      -18.372      -3898.4      -3898.5      -42.330      0.14210      -12917.      -12682.      -282.93    
  53  -42.373      -32.557      -8029.9      -8030.0      -72.344      0.16179      -26244.      -25789.      -537.47    
  54  -60.660      -46.605      -12747.      -12747.      -100.97      0.14131      -41242.      -40551.      -806.51    
  55  -108.04      -83.202      -26460.      -26460.      -169.26     -0.24825E-01  -83629.      -82343.      -1480.1    
  56  -190.23      -147.00      -54163.      -54163.      -277.10     -0.55163     -0.16630E+06 -0.16394E+06  -2684.7    
  57  -333.95      -259.13     -0.11049E+06 -0.11049E+06  -448.94      -1.8568     -0.32779E+06 -0.32348E+06  -4827.2    
  58  -586.53      -457.21     -0.22525E+06 -0.22525E+06  -724.32      -4.7807     -0.64157E+06 -0.63382E+06  -8593.2    
  59  -1034.7      -810.42     -0.46182E+06 -0.46182E+06  -1171.3      -10.997     -0.12535E+07 -0.12395E+07  -15334.    
  60  -1835.9      -1445.0     -0.95490E+06 -0.95490E+06  -1903.9      -23.813     -0.26540E+07 -0.26287E+07  -27608.    
  61  -3271.2      -2587.2     -0.19873E+07 -0.19873E+07  -3108.7      -49.612     -0.52211E+07 -0.51751E+07  -49800.    
  62  -5828.0      -4631.7     -0.41321E+07 -0.41321E+07  -5074.7      -100.40     -0.10259E+08 -0.10175E+08  -89940.    
  63  -10337.      -8254.3     -0.85231E+07 -0.85231E+07  -8244.3      -198.03     -0.19986E+08 -0.19835E+08 -0.16121E+06
  64  -18188.      -14593.     -0.17316E+08 -0.17316E+08  -13268.      -381.44     -0.38312E+08 -0.38045E+08 -0.28399E+06
  65  -31693.      -25550.     -0.34578E+08 -0.34578E+08  -21121.      -718.15     -0.72135E+08 -0.71671E+08 -0.49062E+06
  66  -54563.      -44199.     -0.67485E+08 -0.67485E+08  -33137.      -1322.7     -0.13255E+09 -0.13177E+09 -0.82459E+06
  67  -93404.      -76025.     -0.13023E+09 -0.13023E+09  -51649.      -2399.4     -0.24075E+09 -0.23945E+09 -0.13668E+07
