   0  0.24576E-01   1
   1  0.15983E-01   3
   2  0.20584E-01   5
   3  0.19635E-01   7
   4  0.16314E-01   9
   5  0.13128E-01  11
   6  0.11605E-01  17
   7  0.10055E-01  19
   8  0.22303E-01  21
   9  0.17728E-01  23
  10  0.11212E-01  25
  11  0.73523E-02  27
  12  0.46671E-02  29
  13  0.55565E-02  31
  14  0.68971E-02  33
  15  0.69018E-02  35
  16  0.63057E-02  37
  17  0.53651E-02  39
  18  0.43607E-02  41
  19  0.34433E-02  43
  20  0.26699E-02  45
